Index,Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area
142907,3 BHK Ready to Occupy Flat for sale in DDA Sanskriti Apartments DS 19,"One can find this stunning 3 BHK flat for sale in Dwarka Sector 19, New Delhi. It is in a prime location within the Dda Sanskriti Apartments. This premium flat is available for resale at an unbelievable price, so, grab it before it's gone! This apartment in one of the significant areas of Dwarka Sector 19 is ready to move, and can be purchased at the best price of INR 1.56 Cr. The flat is semi-furnished and is suitable for any family size. The flat is easily approachable because it is near to opg world school.",1.56 Cr ,9750.0,new-delhi,1350.0,Ready to Move,3.0,Resale,Semi-Furnished,East,"Garden/Park, Main Road",DDA Sanskriti Apartments,2.0,3,"1 Covered,",Freehold,,,
45163,4 BHK Ready to Occupy Flat for sale in Pacifica Aurum Villas Padur,"One can find this stunning 4 BHK flat for sale in Padur, Chennai. Well-tucked in the Pacifica Aurum Villas township, the property is easily accessible. This flat is available as a sale property. The ready to move flat in the prime area of Padur is available at a reasonable price of INR 1.50 Cr. The apartment's possession date is Aug '23. Available in semi-furnished state, this flat is a great buy. Significant landmarks in its proximity are near hindustan university.",1.50 Cr ,7150.0,chennai,1450.0,Ready to Move,4.0,New Property,Semi-Furnished,North - East,"Garden/Park, Pool, Main Road",,4.0,2,"1 Covered,",Freehold,,,
166125,2 BHK Ready to Occupy Flat for sale Sugandha Appartment Gwalior,"Up for immediate sale is a 2 BHK apartment in Sugandha Appartment, Gwalior. Don't miss this bargain flat for sale. This is a desirable apartment for resale. This ready to move flat in Sugandha Appartment is available for a reasonable price of INR 49 Lac. The flat is unfurnished and is suitable for any family size.",49 Lac ,4900.0,gwalior,1000.0,Ready to Move,1.0,Resale,Unfurnished,,,,2.0,2,,,,,
18435,2 BHK Ready to Occupy Flat for sale in Jai Gardenia Krishnarajapura,"Up for immediate sale is a 2 BHK apartment in K R Puram, Bangalore. Don't miss this bargain flat for sale. This flat is situated within the renown township of Jai Gardenia. This flat is available as a resale property. This ready to move flat in K R Puram is available for a reasonable price of INR 83 Lac. This flat is an ideal choice because it is an unfurnished apartment with all basic amenities.",83 Lac ,6854.0,bangalore,880.0,Ready to Move,4.0,Resale,Unfurnished,North,"Garden/Park, Pool, Main Road",,2.0,2,,Freehold,,,
165007,2 BHK Ready to Occupy Flat for sale Gorantla,"This gorgeous 2 BHK Flat is available for sale in Gorantla, Guntur. This flat is available as a resale property. The ready to move flat in Gorantla is all ready for sale at a low-priced budget of INR 54.3 Lac. It is a furnished apartment.",54.3 Lac ,4200.0,guntur,1034.0,Ready to Move,1.0,Resale,Furnished,East,Main Road,,2.0,2,,Freehold,,,
178763,3 BHK Ready to Occupy Flat for sale Adajan,"Adajan, Surat has an appealing 3 BHK flat for sale with various amenities. Invest your valuable money in this flat that is for resale. This apartment ready to move in the Adajan is available for an attractive price of INR 1.35 Cr. The spacious apartment is unfurnished. pal rto are some of the key nearby landmarks.",1.35 Cr ,6487.0,surat,1200.0,Ready to Move,12.0,Resale,Unfurnished,South -West,"Garden/Park, Main Road",,3.0,1,1 Covered,Freehold,,,
48612,2 BHK Ready to Occupy Flat for sale in Optima Ace Ambattur,"This exquisite 2 BHK Flat is offered for sale in Ambattur, Chennai. This flat is situated within the renown township of Optima Ace. This flat for resale is the perfect property for you! This ready to move flat located in Ambattur is available for purchase at a fair price of INR 42 Lac. This contemporary apartment is semi-furnished. The property is constructed with proximity to major landmarks like rudrappa swami school.",42 Lac ,4795.0,chennai,780.0,Ready to Move,2.0,Resale,Semi-Furnished,South,Main Road,,2.0,2,,Freehold,,,
12018,2 BHK Ready to Occupy Flat for sale Judges Bunglow Road,"One can find this stunning 2 BHK flat for sale in Judges Bunglow Road, Ahmedabad. This apartment for resale is a great choice. This ready to move flat in Judges Bunglow Road can be availed at a reasonable price of INR 75 Lac. The flat is furnished and makes for an ideal choice for any family. judges bunglow opp pakwan tower are some of the well-known landmarks in this locality.",75 Lac ,6637.0,ahmedabad,875.0,Ready to Move,2.0,Resale,Furnished,East,Main Road,,2.0,2,1 Open,Freehold,,,
140143,3 BHK Ready to Occupy Flat for sale in Him Hit Sadbhavna Apartments Dwarka Sector 22,"This gorgeous 3 BHK Flat is available for sale in Dwarka Sector 22, New Delhi. Strategically situated in the Him Hit Sadbhavna Apartments site, it is placed at a prime location. This is one of the best properties available for resale. The ready to move flat in the prime area of Dwarka Sector 22 is available at a reasonable price of INR 1.89 Cr. The flat is sold in furnished condition. The property is strategically placed near prominent places as near sector 21 metro station which make for the smooth living of residents.",1.89 Cr ,10500.0,new-delhi,1500.0,Ready to Move,4.0,Resale,Furnished,East,"Garden/Park, Main Road",Him Hit Sadbhavna Apartments,3.0,3,2 Open,Freehold,,,
187012,3 BHK Ready to Occupy Flat for sale in golden sands appartments Zirakpur Panchkula Kalka Highway,"Carefully laid out in the prime location of Zirakpur Panchkula Kalka Highway in Zirakpur, this spacious 3 BHK flat on sale is a meticulously planned project. Situated in the excellent Golden Sands Appartments township. The flat enjoys a prime location. Your search ends here, because this flat for resale is among the best bargains in town. This ready to move flat in Zirakpur Panchkula Kalka Highway is available for a reasonable price of INR 85 Lac. This unfurnished flat is strategically designed with all the amenities to enhance the living experience. Landmarks near the apartment include delhi world public school highway.",85 Lac ,4652.0,zirakpur,1450.0,Ready to Move,7.0,Resale,Unfurnished,North - East,"Garden/Park, Pool",golden sands appartments,3.0,3,,Freehold,,,
164899,3 BHK Ready to Occupy Flat for sale in CRC Sublimis Greater Noida West,"This attractive 3 BHK apartment can be found for sale in Greater Noida West, Greater Noida. This flat is situated in the Crc Sublimis township and is equipped with premium facilities. This flat for resale is a choice property. Available at a reasonable selling price of INR 1.46 Cr, this ready to move apartment in Greater Noida West is a great buy. This unfurnished flat is strategically designed with all the amenities to enhance the living experience.",1.46 Cr ,11241.0,greater-noida,1630.0,Ready to Move,1.0,Resale,Unfurnished,East,Main Road,CRC Sublimis,2.0,3,,Leasehold,,,
62243,3 BHK Ready to Occupy Flat for sale in Shree Vardhman Victoria Sector 70,"Carefully laid out in the prime location of Sector 70 in Gurgaon, this spacious 3 BHK flat on sale is a meticulously planned project. Located in the Shree Vardhman Victoria township, the flat enjoys access to the prime spots in the city. This flat all equipped with required facilities, is up for sale. This ready to move flat in Sector 70 comes at an affordable price of INR 1.63 Cr. It is semi-furnished to accommodate your needs. 3 bhk apartment available in sale in vardhman victoria are some of the well-known landmarks in this locality.",1.63 Cr ,8359.0,gurgaon,1300.0,Ready to Move,5.0,New Property,Semi-Furnished,East,"Garden/Park, Pool, Main Road",Shree Vardhman Victoria,3.0,3,"1 Covered,",Power Of Attorney,,,
69040,4 BHK Ready to Occupy Flat for sale in Emaar Emerald Floors Select Sector 65,"Have a look at this immaculate 4 BHK flat for sale in Sector 65, Gurgaon. Enjoying a prime location, this property is housed in the Emaar Emerald Floors Select society. This flat for resale is just the type of property you have been searching for! This ready to move flat in Sector 65 comes at an affordable price of INR 2.85 Cr. You will find it semi-furnished. near golf estate are a few nearby landmarks.",2.85 Cr ,14250.0,gurgaon,1700.0,Ready to Move,2.0,Resale,Semi-Furnished,East,"Garden/Park, Main Road",Emaar Emerald Floors Select,4.0,4,1 Open,Freehold,,,
135868,2 BHK Ready to Occupy Flat for sale Pahar Ganj,"This gorgeous 2 BHK Flat is available for sale in Pahar Ganj, New Delhi. This flat for resale has a desirable location. This ready to move property in Pahar Ganj is readily available within an affordable cost of INR 51 Lac. The flat is sold in unfurnished condition.",51 Lac ,6667.0,new-delhi,675.0,Ready to Move,4.0,Resale,Unfurnished,East,,,2.0,,10 Open,Freehold,,,
142597,3 BHK Ready to Occupy Flat for sale in Rama Apartment Dwarka Sector 11,"Creatively planned and constructed is a 3 BHK flat for sale in Dwarka Sector 11, New Delhi. It enjoys an excellent location within the Rama Apartment. Your search ends here, because this flat for resale is among the best bargains in town. The ready to move flat in Dwarka Sector 11 is all ready for sale at a low-priced budget of INR 1.78 Cr. The flat is uniquely designed to enhance the living style. It is semi-furnished, studded with all the basic facilities.",1.78 Cr ,12714.0,new-delhi,1300.0,Ready to Move,6.0,Resale,Semi-Furnished,,Main Road,Rama Apartment,2.0,3,"1 Covered,",Freehold,,,
52711,3 BHK Ready to Occupy Flat for sale in DLF Regency Park 2 Sector 27,"Carefully laid out in the prime location of Sector 27 in Gurgaon, this spacious 3 BHK flat on sale is a meticulously planned project. This flat is placed in a marvellous location within the Dlf Regency Park 2 complex. Invest your valuable money in this flat that is for resale. You can buy this ready to move flat in Sector 27 at a reasonable price of INR 2.30 Cr. The flat is unfurnished and is suitable for any family size. Significant landmarks in its proximity are near huda city center metro guraon.",2.30 Cr ,12943.0,gurgaon,1700.0,Ready to Move,9.0,Resale,Unfurnished,East,"Garden/Park, Main Road",DLF Regency Park 2,4.0,2,1 Covered,Freehold,,,
57037,3 BHK Ready to Occupy Flat for sale in orchid petals Sohna Gurgaon Road,"Up for immediate sale is a 3 BHK apartment in Sohna Gurgaon Road, Gurgaon. Don't miss this bargain flat for sale. Strategically situated in the Orchid Petals site, it is placed at a prime location. This apartment is a property of choice for resale. This ready to move flat in Sohna Gurgaon Road can be taken at a very economical pricing of INR 1.75 Cr. It is unfurnished to accommodate your needs.",1.75 Cr ,9695.0,gurgaon,1605.0,Ready to Move,5.0,Resale,Unfurnished,,,orchid petals,3.0,3,,,,,
65528,"3 BHK Ready to Occupy Flat for sale in BPTP Terra Sector 37D, Delhi Gurgaon Expressway","This gorgeous 3 BHK Flat is available for sale in Sector 37D, Gurgaon. Well-tucked in the Bptp Terra township, the property is easily accessible. This apartment is a property of choice for resale. This ready to move flat located in Sector 37D is available for purchase at a fair price of INR 1.75 Cr. Available in semi-furnished state, this flat is a great buy. Some of the landmarks in the vicinity include suncity school, euro international school.",1.75 Cr ,7987.0,gurgaon,1300.0,Ready to Move,11.0,Resale,Semi-Furnished,East,"Garden/Park, Main Road",BPTP Terra,3.0,3,,Freehold,,,
61459,"2 BHK Ready to Occupy Flat for sale in Laxmi Apartments Sector 99A, Delhi Gurgaon Expressway",2 BHK flat available for sale in Gurgaon in the prime location of Sector 99A. This flat is situated in the Laxmi Apartments township and is equipped with premium facilities. This is one of the best properties available for sale. This ready to move flat in Sector 99A can be taken at a very economical pricing of INR 30 Lac. This immaculate flat boasts of coming in unfurnished form which takes the entire deal to the next level.,30 Lac ,5425.0,gurgaon,600.0,Ready to Move,12.0,New Property,Unfurnished,East,Garden/Park,Laxmi Apartments,1.0,2,,Co-operative Society,,,
180710,2 BHK Ready to Occupy Flat for sale Ambalpadi,"This gorgeous 2 BHK Flat is available for sale in Ambalpadi, Udupi. Your hunt for the perfect apartment for resale comes to an end here. This ready to move flat in Ambalpadi is available for a reasonable price of INR 36.3 Lac. The spacious apartment is unfurnished. This 2 BHK flat boasts of being in close proximity to significant landmarks like kalsanka circle, udupi krishna mutt that enhance the overall living experience.",36.3 Lac ,3363.0,udupi,780.0,Ready to Move,4.0,Resale,Unfurnished,East,Main Road,,2.0,1,,Freehold,,,
182825,2 BHK Ready to Occupy Flat for sale in Saral Life Mabel 1 Sevasi,"Sevasi, Vadodara has an attractive 2 BHK Flat for sale. Well-tucked in the Saral Life Mabel 1 township, the property is easily accessible. This apartment is a property of choice for resale. This ready to move flat in Sevasi comes at an affordable price of INR 30 Lac. The apartment is unfurnished.",30 Lac ,3000.0,vadodara,625.0,Ready to Move,4.0,Resale,Unfurnished,,,Saral Life Mabel 1,2.0,1,,,,,
43522,3 BHK Ready to Occupy Flat for sale in Iris Court Grand Southern Trunk Road,"3 BHK flat available for sale in Chennai in the prime location of Grand Southern Trunk Road. Well-tucked in the Iris Court township, the property is easily accessible. Invest your valuable money in this flat that is for resale. You can buy this ready to move flat in Grand Southern Trunk Road at a reasonable price of INR 60 Lac. The flat is semi-furnished and makes for an ideal choice for any family.",60 Lac ,4283.0,chennai,1060.0,Ready to Move,1.0,Resale,Semi-Furnished,,,,3.0,2,,,,,
